"","Crime.Type","Crime.Solved","Victim.Sex","Victim.Age","Victim.Race","Perpetrator.Sex","Perpetrator.Age","Perpetrator.Race","Relationship","Weapon"
"637576","Murder or Manslaughter","Yes","Male",29,"White","Male",30,"Unknown","Stranger","Firearm"
"637577","Murder or Manslaughter","Yes","Male",24,"White","Male",20,"White","Acquaintance","Firearm"
"637578","Murder or Manslaughter","Yes","Male",32,"White","Male",29,"White","Stranger","Handgun"
"637579","Murder or Manslaughter","Yes","Male",40,"White","Male",19,"White","Stranger","Handgun"
"637580","Murder or Manslaughter","Yes","Male",32,"White","Male",28,"White","Stranger","Handgun"
"637581","Murder or Manslaughter","No","Male",63,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637582","Murder or Manslaughter","Yes","Female",26,"White","Male",52,"White","Acquaintance","Handgun"
"637583","Murder or Manslaughter","Yes","Female",43,"White","Male",44,"White","Unknown","Unknown"
"637584","Murder or Manslaughter","Yes","Male",1,"Unknown","Female",23,"Unknown","Son","Blunt Object"
"637585","Murder or Manslaughter","Yes","Male",30,"Black","Male",32,"White","Stranger","Blunt Object"
"637586","Murder or Manslaughter","Yes","Male",41,"White","Male",32,"White","Family","Knife"
"637587","Manslaughter by Negligence","Yes","Male",17,"White","Male",16,"White","Acquaintance","Handgun"
"637588","Murder or Manslaughter","Yes","Female",51,"White","Male",27,"White","Mother","Shotgun"
"637589","Murder or Manslaughter","Yes","Female",46,"White","Male",59,"White","Wife","Drugs"
"637590","Murder or Manslaughter","Yes","Male",17,"Black","Male",20,"White","Unknown","Knife"
"637591","Murder or Manslaughter","Yes","Male",17,"Black","Male",20,"White","Unknown","Knife"
"637592","Murder or Manslaughter","Yes","Male",46,"White","Male",19,"White","Unknown","Handgun"
"637593","Murder or Manslaughter","Yes","Male",2,"White","Female",32,"White","Unknown","Drugs"
"637594","Murder or Manslaughter","Yes","Male",34,"White","Female",38,"White","Boyfriend","Handgun"
"637595","Murder or Manslaughter","Yes","Male",44,"White","Male",27,"White","Unknown","Handgun"
"637596","Murder or Manslaughter","Yes","Female",0,"White","Female",39,"White","Daughter","Blunt Object"
"637597","Murder or Manslaughter","Yes","Male",0,"White","Female",39,"White","Daughter","Blunt Object"
"637598","Murder or Manslaughter","Yes","Female",0,"White","Female",39,"White","Daughter","Blunt Object"
"637599","Murder or Manslaughter","Yes","Female",0,"White","Female",39,"White","Daughter","Blunt Object"
"637600","Murder or Manslaughter","Yes","Male",0,"White","Female",39,"White","Daughter","Blunt Object"
"637601","Murder or Manslaughter","Yes","Female",0,"White","Female",39,"White","Daughter","Blunt Object"
"637602","Murder or Manslaughter","Yes","Female",60,"White","Male",30,"White","Neighbor","Suffocation"
"637603","Murder or Manslaughter","Yes","Male",7,"White","Male",34,"White","Wife","Handgun"
"637604","Murder or Manslaughter","Yes","Female",5,"White","Male",34,"White","Wife","Handgun"
"637605","Murder or Manslaughter","Yes","Female",55,"White","Male",34,"White","Wife","Handgun"
"637606","Murder or Manslaughter","Yes","Female",32,"White","Male",34,"White","Wife","Handgun"
"637607","Murder or Manslaughter","Yes","Male",42,"White","Male",59,"White","Unknown","Handgun"
"637608","Murder or Manslaughter","Yes","Male",22,"Black","Male",29,"White","Acquaintance","Handgun"
"637609","Murder or Manslaughter","Yes","Female",58,"White","Male",17,"White","Neighbor","Handgun"
"637610","Murder or Manslaughter","Yes","Male",70,"White","Male",56,"White","Stranger","Handgun"
"637611","Murder or Manslaughter","Yes","Male",43,"White","Male",45,"White","Acquaintance","Handgun"
"637612","Murder or Manslaughter","Yes","Female",1,"White","Male",23,"White","Unknown","Blunt Object"
"637613","Murder or Manslaughter","Yes","Female",50,"White","Male",52,"White","Wife","Handgun"
"637614","Murder or Manslaughter","Yes","Male",38,"White","Male",28,"White","Stranger","Handgun"
"637615","Murder or Manslaughter","Yes","Female",21,"White","Female",22,"White","Boyfriend/Girlfriend","Knife"
"637616","Murder or Manslaughter","Yes","Male",0,"Unknown","Female",33,"White","Unknown","Blunt Object"
"637617","Murder or Manslaughter","Yes","Female",70,"White","Male",73,"White","Wife","Unknown"
"637618","Murder or Manslaughter","Yes","Female",3,"White","Male",36,"White","Unknown","Unknown"
"637619","Murder or Manslaughter","Yes","Female",3,"White","Male",36,"White","Unknown","Unknown"
"637620","Murder or Manslaughter","Yes","Female",20,"White","Male",36,"White","Unknown","Unknown"
"637621","Murder or Manslaughter","Yes","Female",20,"White","Male",36,"White","Unknown","Unknown"
"637622","Murder or Manslaughter","Yes","Female",44,"White","Male",36,"White","Unknown","Unknown"
"637623","Murder or Manslaughter","Yes","Female",44,"White","Male",36,"White","Unknown","Unknown"
"637624","Murder or Manslaughter","No","Male",28,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637625","Murder or Manslaughter","Yes","Male",35,"Black","Male",28,"Black","Unknown","Firearm"
"637626","Murder or Manslaughter","No","Male",53,"Black","Unknown",0,"Unknown","Unknown","Firearm"
"637627","Murder or Manslaughter","No","Male",32,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637628","Murder or Manslaughter","Yes","Male",61,"Black","Male",46,"Black","Acquaintance","Blunt Object"
"637629","Murder or Manslaughter","Yes","Male",20,"Black","Male",19,"White","Acquaintance","Handgun"
"637630","Murder or Manslaughter","Yes","Female",18,"White","Male",32,"Black","Unknown","Blunt Object"
"637631","Murder or Manslaughter","Yes","Male",21,"Black","Male",35,"Black","Stranger","Handgun"
"637632","Murder or Manslaughter","Yes","Female",30,"White","Male",49,"Black","Girlfriend","Handgun"
"637633","Murder or Manslaughter","Yes","Male",43,"White","Male",47,"White","Unknown","Knife"
"637634","Murder or Manslaughter","Yes","Female",45,"White","Male",69,"White","Wife","Handgun"
"637635","Murder or Manslaughter","Yes","Female",46,"White","Male",18,"White","Mother","Rifle"
"637636","Murder or Manslaughter","Yes","Female",31,"Black","Male",29,"Black","Girlfriend","Firearm"
"637637","Murder or Manslaughter","Yes","Female",76,"White","Male",65,"White","Wife","Poison"
"637638","Murder or Manslaughter","Yes","Male",21,"Black","Male",20,"Black","Unknown","Handgun"
"637639","Murder or Manslaughter","Yes","Female",56,"White","Male",56,"White","Unknown","Handgun"
"637640","Murder or Manslaughter","Yes","Male",80,"White","Male",47,"White","Unknown","Handgun"
"637641","Murder or Manslaughter","Yes","Male",1,"White","Female",24,"White","Son","Unknown"
"637642","Murder or Manslaughter","Yes","Female",73,"White","Male",47,"White","Mother","Gun"
"637643","Murder or Manslaughter","No","Male",25,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637644","Murder or Manslaughter","Yes","Male",37,"White","Male",41,"White","Unknown","Handgun"
"637645","Murder or Manslaughter","Yes","Male",62,"White","Male",50,"White","Stranger","Blunt Object"
"637646","Murder or Manslaughter","Yes","Female",56,"White","Male",45,"White","Wife","Firearm"
"637647","Murder or Manslaughter","Yes","Male",65,"White","Male",39,"White","Unknown","Handgun"
"637648","Murder or Manslaughter","Yes","Male",51,"White","Male",39,"White","Unknown","Handgun"
"637649","Murder or Manslaughter","Yes","Male",0,"White","Male",42,"White","Son","Unknown"
"637650","Murder or Manslaughter","Yes","Female",46,"Black","Female",46,"White","Acquaintance","Knife"
"637651","Murder or Manslaughter","Yes","Female",49,"White","Male",57,"White","Wife","Handgun"
"637652","Murder or Manslaughter","Yes","Female",9,"White","Male",35,"White","Wife","Handgun"
"637653","Murder or Manslaughter","Yes","Male",2,"White","Male",35,"White","Wife","Handgun"
"637654","Murder or Manslaughter","Yes","Female",39,"Black","Male",38,"Black","Wife","Handgun"
"637655","Murder or Manslaughter","Yes","Male",25,"White","Male",0,"Black","Unknown","Handgun"
"637656","Murder or Manslaughter","Yes","Male",23,"Black","Male",0,"Black","Unknown","Handgun"
"637657","Murder or Manslaughter","Yes","Female",30,"White","Male",35,"White","Wife","Handgun"
"637658","Murder or Manslaughter","Yes","Female",27,"Black","Male",42,"Black","Wife","Handgun"
"637659","Murder or Manslaughter","Yes","Male",20,"White","Male",21,"White","Unknown","Handgun"
"637660","Murder or Manslaughter","Yes","Female",13,"Black","Male",35,"Black","Wife","Handgun"
"637661","Murder or Manslaughter","Yes","Female",6,"Black","Male",35,"Black","Wife","Handgun"
"637662","Murder or Manslaughter","Yes","Female",4,"Black","Male",35,"Black","Wife","Handgun"
"637663","Murder or Manslaughter","Yes","Female",35,"Black","Male",35,"Black","Wife","Handgun"
"637664","Murder or Manslaughter","Yes","Male",19,"Black","Male",23,"Black","Unknown","Handgun"
"637665","Murder or Manslaughter","Yes","Male",38,"White","Male",48,"White","Unknown","Knife"
"637666","Murder or Manslaughter","Yes","Female",33,"White","Male",38,"White","Girlfriend","Blunt Object"
"637667","Murder or Manslaughter","Yes","Female",37,"White","Male",38,"White","Girlfriend","Blunt Object"
"637668","Murder or Manslaughter","Yes","Male",44,"White","Male",45,"White","Acquaintance","Handgun"
"637669","Murder or Manslaughter","Yes","Male",23,"Black","Male",26,"Black","Unknown","Handgun"
"637670","Murder or Manslaughter","Yes","Male",44,"White","Male",32,"White","Acquaintance","Knife"
"637671","Murder or Manslaughter","Yes","Male",20,"White","Male",20,"White","Acquaintance","Knife"
"637672","Murder or Manslaughter","Yes","Male",30,"White","Male",18,"White","Unknown","Knife"
"637673","Murder or Manslaughter","Yes","Male",17,"White","Male",18,"White","Unknown","Knife"
"637674","Murder or Manslaughter","No","Male",24,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637675","Murder or Manslaughter","Yes","Male",16,"Black","Male",18,"Black","Acquaintance","Firearm"
"637676","Murder or Manslaughter","Yes","Female",27,"White","Male",35,"White","Girlfriend","Knife"
"637677","Murder or Manslaughter","Yes","Male",26,"White","Male",24,"White","Stranger","Knife"
"637678","Murder or Manslaughter","No","Male",20,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637679","Murder or Manslaughter","Yes","Male",29,"White","Male",22,"White","Acquaintance","Knife"
"637680","Murder or Manslaughter","No","Female",998,"Unknown","Unknown",0,"Unknown","Unknown","Unknown"
"637681","Murder or Manslaughter","Yes","Male",23,"White","Male",53,"White","Stranger","Rifle"
"637682","Murder or Manslaughter","Yes","Male",34,"White","Male",30,"White","Unknown","Rifle"
"637683","Murder or Manslaughter","Yes","Male",64,"White","Male",48,"White","Acquaintance","Firearm"
"637684","Murder or Manslaughter","Yes","Male",1,"White","Male",26,"White","Unknown","Unknown"
"637685","Murder or Manslaughter","Yes","Male",37,"White","Female",24,"White","Boyfriend","Handgun"
"637686","Murder or Manslaughter","No","Female",50,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637687","Murder or Manslaughter","Yes","Male",64,"White","Male",48,"Black","Neighbor","Firearm"
"637688","Murder or Manslaughter","Yes","Male",47,"White","Male",39,"White","Unknown","Knife"
"637689","Murder or Manslaughter","Yes","Male",24,"Black","Male",24,"Black","Unknown","Firearm"
"637690","Murder or Manslaughter","Yes","Female",36,"Black","Male",47,"Black","Common-Law Wife","Firearm"
"637691","Murder or Manslaughter","Yes","Male",67,"White","Female",65,"White","Ex-Husband","Unknown"
"637692","Murder or Manslaughter","Yes","Male",67,"White","Female",65,"White","Ex-Husband","Unknown"
"637693","Murder or Manslaughter","Yes","Male",26,"White","Female",18,"Black","Stranger","Fire"
"637694","Murder or Manslaughter","Yes","Male",51,"White","Male",20,"White","Unknown","Drugs"
"637695","Murder or Manslaughter","Yes","Female",27,"White","Male",23,"White","Acquaintance","Unknown"
"637696","Murder or Manslaughter","No","Male",20,"Black","Unknown",0,"Unknown","Unknown","Handgun"
"637697","Murder or Manslaughter","No","Male",64,"White","Unknown",0,"Unknown","Unknown","Unknown"
"637698","Murder or Manslaughter","Yes","Female",15,"White","Male",23,"White","Acquaintance","Unknown"
"637699","Murder or Manslaughter","Yes","Male",67,"White","Male",47,"White","Acquaintance","Knife"
"637700","Murder or Manslaughter","Yes","Female",50,"White","Male",53,"White","Wife","Handgun"
"637701","Murder or Manslaughter","Yes","Male",998,"Black","Male",34,"Black","Son","Unknown"
"637702","Murder or Manslaughter","Yes","Male",22,"White","Male",19,"Black","Unknown","Handgun"
"637703","Murder or Manslaughter","Yes","Male",30,"Black","Male",19,"Black","Unknown","Handgun"
"637704","Murder or Manslaughter","Yes","Male",19,"White","Male",56,"White","Acquaintance","Handgun"
"637705","Murder or Manslaughter","Yes","Male",23,"Black","Male",22,"Black","Acquaintance","Handgun"
"637706","Murder or Manslaughter","Yes","Male",40,"White","Male",24,"White","Unknown","Firearm"
"637707","Murder or Manslaughter","Yes","Male",33,"White","Male",24,"White","Unknown","Firearm"
"637708","Murder or Manslaughter","Yes","Female",72,"Black","Male",49,"White","Acquaintance","Blunt Object"
"637709","Murder or Manslaughter","Yes","Male",26,"Black","Male",22,"Black","Unknown","Handgun"
"637710","Murder or Manslaughter","Yes","Male",20,"Black","Male",30,"Black","Acquaintance","Handgun"
"637711","Murder or Manslaughter","Yes","Female",37,"White","Male",47,"White","Wife","Handgun"
"637712","Murder or Manslaughter","Yes","Female",50,"White","Male",43,"White","Wife","Handgun"
"637713","Murder or Manslaughter","Yes","Female",55,"Black","Male",50,"Black","Wife","Firearm"
"637714","Murder or Manslaughter","Yes","Female",43,"White","Male",48,"White","Wife","Blunt Object"
"637715","Murder or Manslaughter","Yes","Female",31,"White","Male",43,"White","Unknown","Knife"
"637716","Murder or Manslaughter","Yes","Female",0,"Black","Male",22,"Black","Daughter","Blunt Object"
"637717","Murder or Manslaughter","Yes","Male",17,"White","Male",28,"White","Unknown","Handgun"
"637718","Murder or Manslaughter","Yes","Female",39,"White","Male",48,"Black","Girlfriend","Handgun"
"637719","Murder or Manslaughter","No","Male",37,"White","Unknown",0,"Unknown","Unknown","Handgun"
"637720","Murder or Manslaughter","Yes","Male",22,"Black","Male",22,"Black","Unknown","Firearm"
"637721","Murder or Manslaughter","Yes","Male",20,"Black","Male",22,"Black","Unknown","Firearm"
"637722","Murder or Manslaughter","Yes","Male",53,"White","Male",64,"White","Family","Rifle"
"637723","Murder or Manslaughter","Yes","Male",49,"White","Male",64,"White","Family","Rifle"
"637724","Murder or Manslaughter","Yes","Female",22,"White","Female",22,"White","Acquaintance","Blunt Object"
"637725","Murder or Manslaughter","Yes","Female",21,"Unknown","Female",22,"White","Acquaintance","Blunt Object"
"637726","Murder or Manslaughter","Yes","Male",30,"White","Male",0,"White","Acquaintance","Unknown"
"637727","Murder or Manslaughter","Yes","Male",10,"White","Male",37,"White","Stepson","Shotgun"
"637728","Murder or Manslaughter","Yes","Male",40,"Black","Male",63,"Black","Family","Handgun"
"637729","Murder or Manslaughter","No","Male",40,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637730","Murder or Manslaughter","Yes","Male",52,"Black","Female",36,"Black","Husband","Blunt Object"
"637731","Murder or Manslaughter","Yes","Female",51,"White","Male",23,"White","Stepdaughter","Firearm"
"637732","Murder or Manslaughter","Yes","Female",33,"White","Male",35,"Black","Girlfriend","Blunt Object"
"637733","Murder or Manslaughter","Yes","Male",63,"White","Male",19,"White","Acquaintance","Shotgun"
"637734","Murder or Manslaughter","Yes","Male",60,"White","Male",20,"White","Unknown","Rifle"
"637735","Murder or Manslaughter","Yes","Female",44,"White","Male",29,"White","Acquaintance","Blunt Object"
"637736","Murder or Manslaughter","Yes","Female",63,"Black","Male",65,"Black","Girlfriend","Unknown"
"637737","Murder or Manslaughter","Yes","Male",24,"White","Male",29,"White","Acquaintance","Unknown"
"637738","Murder or Manslaughter","Yes","Female",67,"White","Female",42,"White","Mother","Unknown"
"637739","Murder or Manslaughter","Yes","Male",26,"White","Male",24,"White","Unknown","Knife"
"637740","Murder or Manslaughter","No","Female",998,"White","Unknown",0,"Unknown","Unknown","Firearm"
"637741","Murder or Manslaughter","Yes","Male",22,"Black","Male",19,"Black","Acquaintance","Knife"
"637742","Murder or Manslaughter","Yes","Male",44,"Black","Male",31,"Black","Acquaintance","Knife"
"637743","Murder or Manslaughter","Yes","Female",31,"Black","Male",35,"Black","Girlfriend","Handgun"
